user,sentiment,topic,comment_text
@joshuaolsoncook,0.0,1,"In today’s episode of, “This Didn’t Age Well.” 

EDIT: And now he’s trying to sue those same companies he told off. Yeesh."
@whybusymouth1948,0.7269,1,This is the true definition of free will
@StopListenThink,0.0,1,I feel exactly the same way
@RickAnderson1,0.0,1,legendary comment
@nhallo7596,0.2675,1,Just the best man in this insane world.
@petrmiskerik,0.0,0,Thug life
@shrk128,-0.1779,2,"I find it funny that people are going ""haha elon stoopid"" over this due to the case against GARM, when the whole point of the case - aside from the premeditated damage against X - is that a singular body is dictating to the entire advertising industry what to do and what not to do, with no oversight or transparency, and based on primarily ideological motives.

Missing the forest for the trees, indeed."
@uwekruth8748,0.0,0,"Sehr geehrter Herr Musk, endlich einer mit Einfluss, der klare Worte ausspricht."
@alefmachado7312,0.0,0,
@charmellemelani8127,0.0,2,The South African in him  🇿🇦
@TheGamersState,0.0644,1,I will admit I do not approve of everything Elon Musk says or does but given how rotten to the core Disney has been in the last few years I can safely say I'd side with Elon over Disney any day of the week.
@pluto1356,0.7605,1,I completely agree with Elon. Twitter is a great social platform but the way some big companies are behaving is really surprising.
@d.jacobs8722,0.0,0,Gooooo Elon Musk!!
@monisham176,-0.5423,1,elon is in the bad boy era his dress his voice his actions....bad boy era
@adisusanto3127,-0.5358,1,"No , ..clearly answer ."
@jimmyallgood781,0.6369,0,Love this
@rlscnm123,0.4019,0,I support Elon Musk 100%.
@emoefonseca4178,0.4404,0,Good answers
@pnmenon1522,0.0,1,He even said hey bob
@mrdavid2664,0.0,2,He do the right thing
@marioconstruction22,0.0,0,Bravo
@cellinacell,0.0516,2,Passive aggressive space karen
@KPG113,0.0,0,Such a goober.
@Yourweakminds,0.5538,0,YES!!!
@hamzahanief1643,0.8776,2,"Sounds like Elon doesn't like the very thing that, made him the richest man in the world. The free market. Welcome to the jungle Elon"
@bullet996,0.5859,1,Wow telegraph finally opening their comment section.
@useyourimaginasean,0.3818,2,is that clear?
@anderswahlgren9308,0.4404,1,"This gives me the same level of ""feel good"" as when Thorvalds told Nvidia the same thing."
@dire8straits,-0.2748,0,Elon Musk understands public sentiment and Goodwill are very important. The room temp IQ haters in the comments…not so much.
@lourenskotze,0.9063,0,Love elon YES Elon! So much respect
@mryan89,0.5574,1,"Bro looks like an actual muppet, the weird movements and mouth lol"
@amandaelliott7953,0.0,0,
@ProTrump1966,0.0,0,
@GORZ_YOUTUBE,0.0,1,Hey bob
@stuarthossack5351,0.5719,1,Hey Bob. Perfect timing.
@ceralee2151,0.0,0,E. Musk is a LEGEND.
@tj-nu7iu,-0.3307,0,I’ve never been a fan of Elon Musk but I am now!!!
@StitchetyDoodah,0.6809,0,YES! Go Elon!!!
@mollyhurst5556,0.6369,0,I love him for that.
@youforget1000thingsaday,-0.2732,0,"Now he's suing them to come back.  Ayo, I'm living in the twilight zone."
@TKBreaksTheRules,0.3612,1,"the way he says ""no"" is like a cartoon character."
@kcirtapelyk6060,0.0,2,It’s refreshing to see a White man with balls
@shadowbeast2276,0.0,1,"""Hey BOB"""
@JSDeerstalking,0.6369,2,Love the guy
@PiggoNZ,0.4767,0,I respect this.
@bobcarr5497,0.7405,0,THAT WAS AWESOME!!!!!!!!!!!!
@sauditate4562,0.9109,1,"its 2025 ....I saw this last year and purposely searched this.
this aged so , so well like a great barrel of whiskey.
elon has proven he is about innovation and pushing boundaries.
something advertisers know little to nothing about , salute"
@gregstepien9374,-0.5267,1,Another big thief
@benzema111,0.3612,2,Then he went and repented in Germany. Owned like everyone else.
@jackreacher7594,0.6369,2,Freedom of speech
@janrzewuski6039,0.0,0,Elon 100%
@Phillip_Fry,0.5423,2,Some men can’t be bribed or threatened… some men just want to save the world.
@evanharris9667,0.6369,2,Love this guy
@ScottStewart92,0.6597,0,yes. just yes.
@nhathoangnguyen3973,0.7096,1,Elon the Hero of Truth
@angeliqueoren2462,0.6696,0,I love this man!
@TheKatchutes,0.0,0,Can someone quickly explain the situation…?
@bartoszulkowskitattoo,0.0,1,My man!
@gyasogyadi5320,0.0,0,He is the Boss!
@piranimercedes3075,0.7482,0,He's the greatest cause he's REAL!!!!
@Kal-El83,0.0,0,Legend!
,0.0,2,One of the most refreshing moments.
@epicuregarden1104,0.5106,1,Free man
@angelasalgado5069,0.0,1,My thoughts exactly
@luisantillon706,0.5267,0,"Three months later, Tesla has lost 50% of its market value… is it clear now who is in charge of this world? Even though, all my respect to Elon"
@ck-sx4zz,0.5411,2,% agreed. Well said sir!
@RocketCityTech,0.0,1,Remember that time some guy was interviewing Musk and got completely wrecked and had to toss his script in the trash mid interview?
@GanimGolf,0.5719,0,Who’s here after Trump just won the election.
@kaeserd,0.0,0,Legend!
@MrNathanbrand1987,0.0,2,Go Elon 🫡🫡🫡
@sjhaji,0.296,0,Yeah Sir
@SamuelSchmidt-tz6qw,0.8834,0,This man saved free speech in America.  I love him.
@chriso9505,0.0,0,Elon is a boss
@kenwinlee5583,0.6369,0,I love this
@joelwalker5834,0.7482,0,The classic American response!!!  I love it!!!!
@joshyabraham54,0.0,2,I think he got more advertisers  after this middle finger
@Knighttelmuun,0.6124,1,Yeah its true
@CryptoChatWithAlex,0.6696,0,I love Elon Musk!
@WritingArcadia,0.489,2,It was very kind of Elon to make his point so very clear.
@adam551982,0.0,0,What a chad
@timarrington2245,0.6369,0,Love Musk
@angietaylor9950,0.7712,1,This is the greatest thing this year.... I'm all about it Elon F*** yeah!
@VladmirPoopN,0.7845,1,This is like when someone tells a joke and then has to repeat the punchline to finally get a few laughs.
@rutiloromero446,0.4201,1,I really like this guy.
@gusgebzz,0.0,0,Based
@chuzzrocket,0.0,0,Legend
@draganavulovic9779,0.3818,0,That is right and clear enough
@HarrisonDean,0.0,0,Based
@leslovesliberty1776,0.7519,0,This was F'ing AWESOME!!
@hundmaja,0.6369,0,I love Musk
@srsairbags,0.0,1,That's how TSLA bag holders feel.
@Garrison2024,-0.1027,0,The stunned silence
@eton13_,0.6249,2,Elon was hoping for a resounding applause after that line.. little did he know the crowd was filled with advertising and marketing dorks
@stevenmorrison5178,0.2732,2,Well worded
@Big_Slab,0.0,0,Legend!!!
@dojasnob,0.5983,1,My hero!
@iKylie,0.4404,0,Good for him.
@alexblue1989,0.0,0,What a boss
@AlchemicalForge91,0.0,0,Based
@stephenbaldwin8708,0.6124,1,Smartest genius we will ever see in our lifetime by far.
@Randomhero413,0.0,0,Legend.
@thefelper.7181,0.0,0,Bravoooo!
@pablomota2081,-0.7096,1,The only mistake here is the bad word used to express himself.
@Over-9000,0.0,0,Legend
@Mufffinz,0.0,0,"FINALLY, a real man with BALLS."
@xeroone8194,0.0,0,Based Elon!
@onxiaftw,0.5106,2,Free speech is the way
@Kimkreative,0.6696,0,I Love Elon Musk!
@edgykris1,0.5106,0,kudos...
@genaromertel9808,0.6973,1,My personal hero... go Elon!!!!!!!
@sheezum,-0.0572,1,"The Bob he's talking about is Bob Iger, owner of Disney for those who aren't aware or want to look into it more"
@Thatonewolff,0.2732,2,This aged well  Get wrecked
@arildthordal810,0.7964,2,He’s respond was correct. Stop beeing Nice and gain respect.
@jockeb2651,0.3182,1,"I've always been a big fan of Elon, and bigger for every day"
@lourencetruter1222,0.0,2,"Go Elon.
Same to MSNBC,CNN ,ABC ,all the woke babies"
@anonymos7245,0.5242,2,Nice!!
@A.D.I.I.D.A,0.0,0,Elon
@cdub015,0.6369,0,I love Elon he's the man
@lebronjameslol3521,0.6369,0,Gotta love Elon hes keeping the ball rolling.
@TheTrueNick,0.6696,2,I Love that guy so much!
@sabart5,0.0,0,Epic!
@musical_sunshine,0.6555,1,"Respect is due. The fight to maintain humanity’s freedom must not be lost, or, our humanity will be lost in the void."
@mrgood8378,0.4404,0,Can anybody pass on the details of his hair transplant surgeon? Thanks.
@lapolicedelapensee7047,0.0,1,Who is Bob ?
@streamingomegamegatronuspr7755,0.6369,2,Best speech ever made
@m_5373,0.0,0,Elon Musk Legend!
@mickwoodfield5926,0.0,0,Elon Musk is basically saying “Your blackmailing me with my own money”
@kennyfernandez2866,0.4588,0,One of the favorite moments of my life.
@TheConcertCruizer,0.5574,1,The hero we don’t deserve
@ClintAir-q3p,0.6369,2,I love this guy
@edmmitch,0.743,0,God I love this guy
@ivannguyen7774,0.6369,0,Bravo Elon. love ít
@hilarymeyerov2934,0.4404,0,Thanks elon
@embeg,0.0,0,W elon
@Snsndndnhshh,-0.5267,1,Hell yeah.
@tinasmith1391,-0.2846,1,"That was awesome, but sadly 90% of Twitter's income comes from the advertisers. So basically he was talking to his boss right there. Which is why in the long run, it didn't really work out. I'll stay with the 224 million people in the US who aren't using twitter."
@johndlugosz201,0.0,0,Classic
@Marvellite,0.0,1,But who is Bob?
@Quilkhak,0.7185,0,BRAWO !  RESPECT !!!
@kawa11000,0.6369,0,Love Elon
@reginamemoriesforever-vc8ql,0.6988,0,LEGEND!! Love Elon
@big864,0.0,0,LEGEND
@marhari2009,0.5574,1,My new hero
@JP-zd5kx,0.0,0,LEGEND
@DaddySantaClaus,0.0,1,these people never been told in their faces.
@solidshake12,0.0,0,Based Elon.
@ValentinoRossFan46,0.0,0,Bravo
@Vlad_-_-_,-0.4933,1,"Now show the rest of the interview where he gets really uncomfortable and realises just how much he f'ed up.
X relies a lot on ads, 80 % of the revenue is from ads, telling advertisers to f off just kills a major source of income.
But don't tell that to musk fans."
@Dr.Dementor,0.0,1,And now this advertisers are all crawling back.
@christophernotorfrancesco6683,0.0,0,The man is LEGEND
@vickicarlson1819,0.6369,1,I love this man more every day
@chawk678,0.0,1,"Life imitating art. Watch the first 10 minutes of ""Newsroom"" and this was exactly how speechless the host was."
@mchelewashington2024,0.0,2,Now he's one of the people who owns everything so what's left.
@FollowerofJudah,0.0,1,Hey bob!
@lacking-zzz,0.0,1,"What a tiny, tiny man."
@zealousgoat,0.0,0,musk is the goat
@PatrickWDunne,0.2235,2,Elon can't stop collecting Ls
@angus9541,0.0,0,GFYS!!! ️
@AshleyHester,-0.5574,1,now bob got fired from Disney
@randallgoeswhere,0.7845,0,lol This guys awesome.
@mikefernandes3959,0.8999,0,I love Elon so much!!! What an incredible HERO!!!
@mirikkla7757,0.296,1,musk is nr 1    yeah
@survivor030406,0.6249,0,It is great to see my biggest fans ruling the world.
@pamelabrun6891,0.7964,0,I LOVE ELON MUSK SO FKN MUCH !!!!!!
@dorotheehiebsch1204,0.6696,0,"Love it, GFY. Go Elon!"
@MrAndre.,-0.1027,1,"Let's boycott Disney now. Coca cola, Mcd & Starbuck have been successfully influenced by public boycott campaigns from around the world."
@wretchedslippage3255,0.0,1,Oh man...
@Stupifyed1017,0.0,0,amen
@adisusanto3127,0.3612,1,"Stalker can change whatever their faces , just like a advertise ."
@lennyfrombrooklyn,0.4404,2,I canceled Disney+.  Ends in January.  I wonder how their subscription numbers are going.  Hope to see a big plunge.  As the saying goes…Go Woke Go DEI
@adisusanto3127,0.3818,2,Clear
@vapausus163,0.0,0,ich mochte den Typen schon immer
@duanea7715,0.5905,0,Musk for President! I know he can't but w need someone like him. Trump in 24!
@Pwmzz,0.0,0,W Elon
@TheSkullDuo_,0.0,0,W Elon
@Macromental,0.4588,0,"Yup, a man with principals.. my favorite African American."
@donaldcodes,0.8734,2,I might not agree with the way Elon treats his workers but I sure do appreciate the honestly
@BunnLilah,-0.3612,1,That dead silence when he wanted applause
@milkinobama,0.4215,1,"Lol what a pansy. He’s now suing them. 

What an entitled baby"
@silvanyferreiradesouza2348,0.6588,0,Isn' t he great !
@adisusanto3127,0.0,1,"Just flow , don't ever follow with your self choice ."
@dalbuzwesiwisa8768,0.0,1,Who else thinks that this man has an Iron Man suit?
@SassyXR6007,0.6369,0,LOVE HIM
@DavidJackson-vj2oi,-0.3382,1,Yet he's suing companies for not paying for advertising!
@mrree9099,0.0,1,Blackmail me with money!? I have all the money in the world
@PahaLukki,0.636,1,Elon is such a champion of the people! What wondrous times we live in.
@Ruum,0.0,0,legend.
@s_u_n_j_a_y,0.0,0,
@fredosantanas2154,-0.6072,1,Damn right being blackmailed on advertising by companies like Disney or Apple F Em...  It's a stupid business model to rely on advertising for revenues. Needs to be changed by what? A membership fee to access to X?
@AG-om3jn,0.7482,2,Go do it advertisers! Do it! Do it! Our free speech is worth more than your material and visual things!
@CrankyBonesGaming,0.0,2,Can anyone confirm if Bob was in the audience?
@steef360,0.7889,0,And just like that the power of woke is no more. I wish more brave people would follow his example
@Stanley_Baby,-0.34,2,I’m gonna set this as my alarm
@beachbummer3434,0.6369,0,gotta love Elon
@scorpions1965,-0.7003,0,He’s a freaking savage
@Tribeman1223,0.8257,1,I love this man!!! Speak the truth Elon!!! Way to go!
@myname-dy9wh,0.4588,2,0:13 is my fav part
@eddiebax1395,0.6319,2,"Last I checked, a business person is supposed to generate profit... not lose it."
@Kaluu09,0.0,0,yeaaaaaah wssup
@GuyBullerwell,0.6696,0,Fuxking love Elon!
@Cas_Co,0.0,1,And bob was
@MrTierhog774,0.6249,0,Awesome
@TheDillberto,0.296,1,yeah this scammer wants less on his bill. when the courts come for him hes trying to lessen the cost to his fines
@angryanimal99,-0.0772,2,"This guy is on drugs, serious drugs."
@truckergal,0.0,1,The bleeped all the videos
@KLP36912,0.0,1,Hi Bob
@glenmcl,0.4215,2,Nice
@whatscreenname,0.0,0,BRAVO BRAVO Elon
@Paducah_Guy,0.6369,0,we love musk
@Hardandready696977,0.5673,2,I Like him even more!I'm gonna Buy his stock now!Everyone!Get on his side!
@robfeldschun6146,0.6369,2,I fucken love this guy
@cacao1312,0.0516,1,It's funny the interviewer thought he was going to apologize man was he wrong
